RAP,GID,Tissue,Organ,Gene.ID,References
Os06g0147000,LOC_Os06g05430,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0147000,PCMDB
Os06g0147100,LOC_Os06g05440,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,Os06g0147100,PCMDB
Os06g0147200,LOC_Os06g05450,vascular leaf,Leaf,Os06g0147200,PCMDB
Os06g0147250,LOC_Os06g05450,vascular leaf,Leaf,Os06g0147250,PCMDB
Os06g0147300,LOC_Os06g05470,mestome sheath,Leaf,Os06g0147300,PCMDB
Os06g0147400,LOC_Os06g05480,"leaf mesophyll,mestome sheath",Leaf,Os06g0147400,PCMDB
Os06g0147600,LOC_Os06g05510,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0147600,PCMDB
Os06g0147800,LOC_Os06g05520,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsMKK1,PCMDB
Os06g0148200,LOC_Os06g05550,"leaf mesophyll,leaf epidermis",Leaf,OsGELP74,PCMDB
Os06g0149300,LOC_Os06g05650,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os06g0149300,PCMDB
Os06g0149400,LOC_Os06g05660,leaf mesophyll,Leaf,Orysa,PCMDB
Os06g0149500,LOC_Os06g05670,mestome sheath,Leaf,Os06g0149500,PCMDB
Os06g0150300,LOC_Os06g05730,mestome sheath,Leaf,Os06g0150300,PCMDB
Os06g0150400,LOC_Os06g05740,leaf epidermis,Leaf,Os06g0150400,PCMDB
Os06g0151900,LOC_Os06g05860,leaf epidermis,Leaf,OsPFK06,PCMDB
Os06g0152100,LOC_Os06g05880,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,OsPRF2,PCMDB
Os06g0152200,LOC_Os06g05890,leaf procambium,Leaf,OsBBX16,PCMDB
Os06g0152600,LOC_Os06g05930,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0152600,PCMDB
Os06g0153800,LOC_Os06g06030,"leaf epidermis,leaf mesophyll",Leaf,OsPBE1,PCMDB
Os06g0154500,LOC_Os06g06090,mestome sheath,Leaf,MAPK6,PCMDB
Os06g0154800,LOC_Os06g06115,"leaf epidermis,mestome sheath",Leaf,Os06g0154800,PCMDB
Os06g0155300,LOC_Os06g06160,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0155300,PCMDB
Os06g0156400,LOC_Os06g06230,leaf mesophyll,Leaf,OsGELP76,PCMDB
Os06g0156600,LOC_Os06g06250,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsGELP77,PCMDB
Os06g0157000,LOC_Os06g06290,leaf mesophyll,Leaf,OsGELP79,PCMDB
Os06g0157900,LOC_Os06g06340,leaf mesophyll,Leaf,OsLTP1.5,PCMDB
Os06g0158000,LOC_Os06g06350,leaf procambium,Leaf,KMK0024M20.27,PCMDB
Os06g0158100,LOC_Os06g06360,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsWRKY113,PCMDB
Os06g0158600,LOC_Os06g06410,leaf procambium,Leaf,KMK0024M20.35,PCMDB
Os06g0159450,LOC_Os06g06460,"leaf mesophyll,leaf procambium",Leaf,Os06g0159450,PCMDB
Os06g0159600,LOC_Os06g06470,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsPUB64,PCMDB
Os06g0160100,LOC_Os06g06510,leaf mesophyll,Leaf,Os06g0160100,PCMDB
Os06g0163200,LOC_Os06g06770,"leaf mesophyll,leaf procambium",Leaf,OsPOP11,PCMDB
Os06g0163300,LOC_Os06g06780,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0163300,PCMDB
Os06g0163400,LOC_Os06g06790,leaf epidermis,Leaf,PDIL1,PCMDB
Os06g0163600,LOC_Os06g06820,leaf mesophyll,Leaf,Os06g0163600,PCMDB
Os06g0164400,LOC_Os06g06900,leaf mesophyll,Leaf,OsbHLH108,PCMDB
Os06g0164500,LOC_Os06g06910,"leaf mesophyll,mestome sheath",Leaf,Os06g0164500,PCMDB
Os06g0165500,LOC_Os06g06960,vascular leaf,Leaf,OsRLCK198,PCMDB
Os06g0165800,LOC_Os06g06980,"leaf mesophyll,leaf procambium",Leaf,ROMT-16,PCMDB
Os06g0166000,LOC_Os06g07000,"leaf epidermis,mestome sheath",Leaf,OsFbox298,PCMDB
Os06g0166200,LOC_Os06g07020,leaf mesophyll,Leaf,Os06g0166200,PCMDB
Os06g0166400,LOC_Os06g07030,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsERF#007,PCMDB
Os06g0166900,LOC_Os06g07070,mestome sheath,Leaf,OsRLCK199,PCMDB
Os06g0167000,LOC_Os06g07080,"leaf epidermis,leaf mesophyll",Leaf,Os06g0167000,PCMDB
Os06g0167200,LOC_Os06g07100,mestome sheath,Leaf,Os06g0167200,PCMDB
Os06g0167500,LOC_Os06g07130,leaf epidermis,Leaf,P0680A03.27-1,PCMDB
Os06g0167600,LOC_Os06g07140,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os06g0167600,PCMDB
Os06g0168500,LOC_Os06g07200,"mestome sheath,leaf procambium",Leaf,Os06g0168500,PCMDB
Os06g0168600,LOC_Os06g07210,"leaf mesophyll,mestome sheath,Leaf preprocambium",Leaf,V3,PCMDB
Os06g0168800,LOC_Os06g07230,mestome sheath,Leaf,OsRLCK200,PCMDB
Os06g0168901,LOC_Os06g07240,mestome sheath,Leaf,OSJNBa0033B09.24,PCMDB
Os06g0171900,LOC_Os06g07540,"leaf epidermis,leaf mesophyll",Leaf,SRWD3,PCMDB
Os06g0172200,LOC_Os06g07560,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Leaf preprocambium",Leaf,OsCML30,PCMDB
Os06g0172600,LOC_Os06g07580,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os06g0172600,PCMDB
Os06g0172800,LOC_Os06g07600,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os06g0172800,PCMDB
Os06g0173100,LOC_Os06g07630,"leaf epidermis,mestome sheath",Leaf,OsRpt5b,PCMDB
Os06g0174300,LOC_Os06g07760,"leaf mesophyll,leaf procambium",Leaf,OsSrx,PCMDB
Os06g0174400,LOC_Os06g07780,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,OsVAMP7111,PCMDB
Os06g0175400,LOC_Os06g07820,"leaf epidermis,mestome sheath",Leaf,Os06g0175400,PCMDB
Os06g0175500,LOC_Os06g07830,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0175500,PCMDB
Os06g0176500,LOC_Os06g07923,leaf mesophyll,Leaf,Os06g0176500,PCMDB
Os06g0176600,LOC_Os06g07923,leaf mesophyll,Leaf,Os06g0176600,PCMDB
Os06g0176650,LOC_Os06g07923,leaf mesophyll,Leaf,Os06g0176650,PCMDB
Os06g0177000,LOC_Os06g07969,"leaf epidermis,leaf mesophyll",Leaf,Os06g0177000,PCMDB
Os06g0178900,LOC_Os06g08080,"leaf epidermis,leaf mesophyll,mestome sheath,Xylem",Leaf,OVP2,PCMDB
Os06g0179000,LOC_Os06g08090,mestome sheath,Leaf,Os06g0179000,PCMDB
Os06g0179700,LOC_Os06g08140,"leaf epidermis,mestome sheath,leaf procambium",Leaf,OsPP2C54,PCMDB
Os06g0179900,LOC_Os06g08170,"leaf epidermis,leaf mesophyll",Leaf,Os06g0179900,PCMDB
Os06g0181100,LOC_Os06g08280,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os06g0181100,PCMDB
Os06g0181200,LOC_Os06g08280,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os06g0181200,PCMDB
Os06g0182500,LOC_Os06g08400,"leaf epidermis,leaf mesophyll",Leaf,Os06g0182500,PCMDB
Os06g0183800,LOC_Os06g08480,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,CHR702,PCMDB
Os06g0184300,LOC_Os06g08530,"leaf epidermis,leaf mesophyll",Leaf,BIP110,PCMDB
Os06g0184400,LOC_Os06g08540,"leaf mesophyll,mestome sheath",Leaf,Os06g0184400,PCMDB
Os06g0184800,LOC_Os06g08564,leaf mesophyll,Leaf,OsRCI2-8,PCMDB
Os06g0185500,LOC_Os06g08640,mestome sheath,Leaf,OsHCT4,PCMDB
Os06g0185900,LOC_Os06g08670,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsGpx4,PCMDB
Os06g0186400,LOC_Os06g08720,leaf epidermis,Leaf,OsSCP32,PCMDB
Os06g0191300,LOC_Os06g09180,leaf mesophyll,Leaf,OsMKK5,PCMDB
Os06g0192100,LOC_Os06g09240,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,UGT,PCMDB
Os06g0192400,LOC_Os06g09270,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0192400,PCMDB
Os06g0194900,LOC_Os06g09450,"leaf mesophyll,mestome sheath",Leaf,SUS2,PCMDB
Os06g0195150,LOC_Os06g09450,"leaf mesophyll,mestome sheath",Leaf,Os06g0195150,PCMDB
Os06g0195600,LOC_Os06g09540,mestome sheath,Leaf,Os06g0195600,PCMDB
Os06g0195800,LOC_Os06g09560,"leaf mesophyll,leaf procambium",Leaf,OsDjC53,PCMDB
Os06g0195900,LOC_Os06g09570,"leaf mesophyll,mestome sheath",Leaf,Os06g0195900,PCMDB
Os06g0196200,LOC_Os06g09600,"leaf epidermis,leaf mesophyll",Leaf,Os06g0196200,PCMDB
Os06g0196300,LOC_Os06g09610,"leaf mesophyll,leaf procambium",Leaf,OsPrx,PCMDB
Os06g0196900,LOC_Os06g09679,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,P0528E04.36-1,PCMDB
Os06g0197600,LOC_Os06g09717,leaf mesophyll,Leaf,Os06g0197600,PCMDB
Os06g0198500,LOC_Os06g09820,"leaf epidermis,leaf mesophyll",Leaf,Os06g0198500,PCMDB
Os06g0198600,LOC_Os06g09830,"leaf epidermis,leaf mesophyll",Leaf,Os06g0198600,PCMDB
Os06g0198700,LOC_Os06g09840,leaf mesophyll,Leaf,Os06g0198700,PCMDB
Os06g0199300,LOC_Os06g09900,leaf mesophyll,Leaf,Os06g0199300,PCMDB
Os06g0199402,LOC_Os06g09900,leaf mesophyll,Leaf,Os06g0199402,PCMDB
Os06g0199500,LOC_Os06g09910,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsHAL3,PCMDB
Os06g0199800,LOC_Os06g09930,leaf mesophyll,Leaf,OsGPCR,PCMDB
Os06g0201200,LOC_Os06g10020,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0201200,PCMDB
Os06g0201500,LOC_Os06g10050,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0201500,PCMDB
Os06g0202100,LOC_Os06g10100,"leaf mesophyll,leaf procambium",Leaf,Os06g0202100,PCMDB
Os06g0202700,LOC_Os06g10130,leaf mesophyll,Leaf,Os06g0202700,PCMDB
Os06g0202900,LOC_Os06g10160,"leaf epidermis,leaf mesophyll,mestome sheath,Leaf preprocambium",Leaf,OsRLCK203,PCMDB
Os06g0203200,LOC_Os06g10170,leaf epidermis,Leaf,OSJNBa0016O19.28-1,PCMDB
Os06g0203600,LOC_Os06g10210,leaf mesophyll,Leaf,CHI2,PCMDB
Os06g0205250,LOC_Os06g10355,leaf mesophyll,Leaf,Os06g0205250,PCMDB
Os06g0206100,LOC_Os06g10430,"leaf mesophyll,leaf procambium",Leaf,Os06g0206100,PCMDB
Os06g0207000,LOC_Os06g10520,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0207000,PCMDB
Os06g0207966,LOC_Os06g10600,bulliform cell,Leaf,Os06g0207966,PCMDB
Os06g0208100,LOC_Os06g10600,bulliform cell,Leaf,Roc8(t),PCMDB
Os06g0208300,LOC_Os06g10620,"leaf mesophyll,mestome sheath",Leaf,Os06g0208300,PCMDB
Os06g0208700,LOC_Os06g10650,mestome sheath,Leaf,OsPFA-DSP3,PCMDB
Os06g0209100,LOC_Os06g10670,"leaf epidermis,leaf mesophyll",Leaf,Os06g0209100,PCMDB
Os06g0209300,LOC_Os06g10690,leaf epidermis,Leaf,Os06g0209300,PCMDB
Os06g0210100,LOC_Os06g10760,leaf mesophyll,Leaf,Os06g0210100,PCMDB
Os06g0210500,LOC_Os06g10810,"leaf epidermis,leaf mesophyll",Leaf,OsPT18,PCMDB
Os06g0211200,LOC_Os06g10880,"leaf epidermis,leaf mesophyll",Leaf,BZIP46,PCMDB
Os06g0211300,LOC_Os06g10890,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,P0701E03.3-1,PCMDB
Os06g0214300,LOC_Os06g11090,leaf epidermis,Leaf,Os06g0214300,PCMDB
Os06g0214800,LOC_Os06g11130,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,GID1L2,PCMDB
Os06g0215100,LOC_Os06g11150,leaf mesophyll,Leaf,Os06g0215100,PCMDB
Os06g0215200,LOC_Os06g11170,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,P0537F07.21-1,PCMDB
Os06g0215900,LOC_Os06g11240,leaf mesophyll,Leaf,OsOPR4,PCMDB
Os06g0216000,LOC_Os06g11260,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsOPR3,PCMDB
Os06g0216300,LOC_Os06g11290,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsOPR1,PCMDB
Os06g0218300,LOC_Os06g11450,leaf procambium,Leaf,P0644A02.19,PCMDB
Os06g0218600,LOC_Os06g11490,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,OsUCL16,PCMDB
Os06g0218800,LOC_Os06g11510,mestome sheath,Leaf,Os06g0218800,PCMDB
Os06g0218900,LOC_Os06g11520,mestome sheath,Leaf,Os06g0218900,PCMDB
Os06g0219500,LOC_Os06g11610,"leaf epidermis,mestome sheath",Leaf,Os06g0219500,PCMDB
Os06g0219700,LOC_Os06g11630,leaf epidermis,Leaf,OsFbox304,PCMDB
Os06g0220800,LOC_Os06g11740,leaf procambium,Leaf,OsAPRL2,PCMDB
Os06g0221200,LOC_Os06g11800,leaf epidermis,Leaf,OsANN5,PCMDB
Os06g0222400,LOC_Os06g11860,leaf mesophyll,Leaf,OsERF#120,PCMDB
Os06g0223100,LOC_Os06g11940,"leaf mesophyll,leaf procambium",Leaf,Os06g0223100,PCMDB
Os06g0223700,LOC_Os06g11980,mestome sheath,Leaf,Os06g0223700,PCMDB
Os06g0224200,LOC_Os06g12030,"leaf mesophyll,leaf procambium",Leaf,OsGRL12,PCMDB
Os06g0224400,LOC_Os06g12040,leaf mesophyll,Leaf,Os06g0224400,PCMDB
Os06g0225800,LOC_Os06g12150,leaf epidermis,Leaf,OsSK2,PCMDB
Os06g0226000,LOC_Os06g12170,"mestome sheath,leaf procambium",Leaf,P0690H04.13-1,PCMDB
Os06g0226600,LOC_Os06g12220,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0226600,PCMDB
Os06g0226700,LOC_Os06g12230,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsTCP19,PCMDB
Os06g0226950,LOC_Os06g12250,leaf mesophyll,Leaf,DSH1,PCMDB
Os06g0229200,LOC_Os06g12390,leaf mesophyll,Leaf,Os06g0229200,PCMDB
Os06g0229400,LOC_Os06g12410,mestome sheath,Leaf,OsGELP81,PCMDB
Os06g0230000,LOC_Os06g12455,leaf,Leaf,Os06g0230000,PCMDB
Os06g0231300,LOC_Os06g12530,leaf epidermis,Leaf,ROX3,PCMDB
Os06g0231600,LOC_Os06g12560,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsRFPH2-7,PCMDB
Os06g0232000,LOC_Os06g12580,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,P0479H10.4-1,PCMDB
Os06g0232200,LOC_Os06g12600,leaf mesophyll,Leaf,Os06g0232200,PCMDB
Os06g0232600,LOC_Os06g12630,"leaf mesophyll,leaf procambium",Leaf,OsDHAR2,PCMDB
Os06g0233400,LOC_Os06g12690,"leaf epidermis,mestome sheath",Leaf,Os06g0233400,PCMDB
Os06g0234200,LOC_Os06g12790,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsRAC4,PCMDB
Os06g0237300,LOC_Os06g13030,"leaf epidermis,leaf procambium",Leaf,Os06g0237300,PCMDB
Os06g0238000,LOC_Os06g13080,"leaf mesophyll,mestome sheath",Leaf,OsPUB20,PCMDB
Os06g0238300,LOC_Os06g13100,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0238300,PCMDB
Os06g0239100,LOC_Os06g13180,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0239100,PCMDB
Os06g0239700,LOC_Os06g13220,mestome sheath,Leaf,Os06g0239700,PCMDB
Os06g0246000,LOC_Os06g13680,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0246000,PCMDB
Os06g0247500,LOC_Os06g13810,mestome sheath,Leaf,OsPFPB,PCMDB
Os06g0247800,LOC_Os06g13820,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsDRP2A,PCMDB
Os06g0247900,LOC_Os06g13830,"leaf epidermis,leaf mesophyll,leaf procambium,Leaf preprocambium",Leaf,OsGH9B9,PCMDB
Os06g0248500,LOC_Os06g13870,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsPUB39,PCMDB
Os06g0248600,LOC_Os06g13880,"leaf epidermis,leaf mesophyll,mestome sheath,leaf initial cell",Leaf,Os06g0248600,PCMDB
Os06g0249350,LOC_Os06g13940,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,leaf initial cell",Leaf,Os06g0249350,PCMDB
Os06g0249350,LOC_Os06g13940,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,leaf initial cell",Leaf,Os06g0249350,PCMDB
Os06g0249350,LOC_Os06g13940,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Leaf preprocambium",Leaf,Os06g0249350,PCMDB
Os06g0249350,LOC_Os06g13940,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Leaf preprocambium",Leaf,Os06g0249350,PCMDB
Os06g0252100,LOC_Os06g14180,leaf mesophyll,Leaf,Os06g0252100,PCMDB
Os06g0252300,LOC_Os06g14190,"leaf epidermis,leaf mesophyll",Leaf,Os06g0252300,PCMDB
Os06g0253100,LOC_Os06g14240,"leaf epidermis,leaf mesophyll",Leaf,HSP16.0,PCMDB
Os06g0254300,LOC_Os06g14324,leaf mesophyll,Leaf,P0046H10.37-1,PCMDB
Os06g0254700,LOC_Os06g14370,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0254700,PCMDB
Os06g0255100,LOC_Os06g14400,leaf mesophyll,Leaf,Os06g0255100,PCMDB
Os06g0255200,LOC_Os06g14406,mestome sheath,Leaf,P0592E11.17-2,PCMDB
Os06g0255400,LOC_Os06g14420,leaf mesophyll,Leaf,Os06g0255400,PCMDB
Os06g0256200,LOC_Os06g14470,leaf mesophyll,Leaf,P0624H09.7-1,PCMDB
Os06g0256300,LOC_Os06g14490,"leaf mesophyll,leaf procambium",Leaf,Os06g0256300,PCMDB
Os06g0256500,LOC_Os06g14510,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Pgi2(Pgib),PCMDB
Os06g0256800,LOC_Os06g14530,leaf mesophyll,Leaf,Os06g0256800,PCMDB
Os06g0257450,LOC_Os06g14620,"leaf epidermis,leaf mesophyll",Leaf,ST1,PCMDB
Os06g0258900,LOC_Os06g14740,leaf mesophyll,Leaf,P0603C10.39-1,PCMDB
Os06g0259000,LOC_Os06g14750,mestome sheath,Leaf,Os06g0259000,PCMDB
Os06g0259901,LOC_Os06g14780,"leaf mesophyll,mestome sheath",Leaf,Os06g0259901,PCMDB
Os06g0260000,LOC_Os06g14780,"leaf mesophyll,mestome sheath,Leaf preprocambium",Leaf,Os06g0260000,PCMDB
Os06g0264300,LOC_Os06g15360,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os06g0264300,PCMDB
Os06g0264500,LOC_Os06g15370,"leaf mesophyll,mestome sheath",Leaf,Os06g0264500,PCMDB
Os06g0264700,LOC_Os06g15390,"leaf mesophyll,leaf procambium",Leaf,Os06g0264700,PCMDB
Os06g0264800,LOC_Os06g15400,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0264800,PCMDB
Os06g0265000,LOC_Os06g15420,"leaf mesophyll,Mesophyll precursor",Leaf,ASN,PCMDB
Os06g0266800,LOC_Os06g15620,"leaf epidermis,leaf mesophyll",Leaf,OsGSR1,PCMDB
Os06g0267900,LOC_Os06g15730,"vascular leaf,leaf",Leaf,Os06g0267900,PCMDB
Os06g0268700,LOC_Os06g15760,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0268700,PCMDB
Os06g0273700,LOC_Os06g16250,leaf procambium,Leaf,Lip,PCMDB
Os06g0273800,LOC_Os06g16260,leaf epidermis,Leaf,OsSigP5,PCMDB
Os06g0274000,LOC_Os06g16270,leaf mesophyll,Leaf,OsHSBP2,PCMDB
Os06g0274200,LOC_Os06g16290,"leaf epidermis,leaf mesophyll",Leaf,Nhp2,PCMDB
Os06g0274300,LOC_Os06g16300,leaf mesophyll,Leaf,SEPK1,PCMDB
Os06g0274800,LOC_Os06g16350,mestome sheath,Leaf,prx77,PCMDB
Os06g0275500,LOC_Os06g16390,"leaf epidermis,leaf mesophyll",Leaf,CLF,PCMDB
Os06g0275700,LOC_Os06g16410,leaf mesophyll,Leaf,OsPUB22,PCMDB
Os06g0275800,LOC_Os06g16420,"leaf mesophyll,mestome sheath",Leaf,NAA,PCMDB
Os06g0280900,LOC_Os06g16919,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0280900,PCMDB
Os06g0282000,LOC_Os06g17020,"leaf mesophyll,mestome sheath",Leaf,Os06g0282000,PCMDB
Os06g0284200,LOC_Os06g17390,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0284200,PCMDB
Os06g0284800,LOC_Os06g17440,"leaf epidermis,leaf mesophyll",Leaf,Os06g0284800,PCMDB
Os06g0286375,LOC_Os06g17870,"leaf mesophyll,leaf procambium",Leaf,Os06g0286375,PCMDB
Os06g0286400,LOC_Os06g17870,"leaf mesophyll,leaf procambium",Leaf,Os06g0286400,PCMDB
Os06g0288100,LOC_Os06g18000,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,PK,PCMDB
Os06g0289200,LOC_Os06g18140,mestome sheath,Leaf,UGT,PCMDB
Os06g0291500,LOC_Os06g18820,"leaf epidermis,leaf mesophyll",Leaf,Os06g0291500,PCMDB
Os06g0294600,LOC_Os06g19070,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os06g0294600,PCMDB
Os06g0294950,LOC_Os06g19095,leaf,Leaf,Os06g0294950,PCMDB
Os06g0295000,LOC_Os06g19110,leaf,Leaf,Os06g0295000,PCMDB
Os06g0297400,LOC_Os06g19370,leaf procambium,Leaf,Os06g0297400,PCMDB
Os06g0298200,LOC_Os06g19444,"leaf epidermis,mestome sheath",Leaf,OsBBX19,PCMDB
Os06g0301000,LOC_Os06g19680,mestome sheath,Leaf,OsHrd1,PCMDB
Os06g0301100,LOC_Os06g19690,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0301100,PCMDB
Os06g0301300,LOC_Os06g19730,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0301300,PCMDB
Os06g0301500,LOC_Os06g19750,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0301500,PCMDB
Os06g0303800,LOC_Os06g19990,leaf procambium,Leaf,Os06g0303800,PCMDB
Os06g0306600,LOC_Os06g20200,"leaf mesophyll,Mesophyll precursor",Leaf,Os06g0306600,PCMDB
Os06g0308000,LOC_Os06g20320,leaf mesophyll,Leaf,OsTIG,PCMDB
Os06g0308100,LOC_Os06g20340,mestome sheath,Leaf,OsIBR5,PCMDB
Os06g0308900,LOC_Os06g20400,mestome sheath,Leaf,Os06g0308900,PCMDB
Os06g0311600,LOC_Os06g20620,"leaf mesophyll,leaf procambium",Leaf,MAN6,PCMDB
Os06g0315000,LOC_Os06g20960,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0315000,PCMDB
Os06g0316000,LOC_Os06g21110,vascular leaf,Leaf,Os2H16,PCMDB
Os06g0317600,LOC_Os06g21270,"leaf epidermis,leaf sheath",Leaf,Os06g0317600,PCMDB
Os06g0318200,LOC_Os06g21330,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os06g0318200,PCMDB
Os06g0318300,LOC_Os06g21340,leaf epidermis,Leaf,P0468A12.27-2,PCMDB
Os06g0319600,LOC_Os06g21470,"leaf mesophyll,leaf procambium",Leaf,Os06g0319600,PCMDB
Os06g0320000,LOC_Os06g21550,leaf mesophyll,Leaf,Os06g0320000,PCMDB
Os06g0320500,LOC_Os06g21590,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,Os06g0320500,PCMDB
Os06g0326000,LOC_Os06g22030,"leaf epidermis,leaf mesophyll",Leaf,Os06g0326000,PCMDB
Os06g0326500,LOC_Os06g22070,leaf mesophyll,Leaf,Os06g0326500,PCMDB
Os06g0326700,LOC_Os06g22080,leaf mesophyll,Leaf,Os06g0326700,PCMDB
Os06g0329200,LOC_Os06g22380,"leaf epidermis,mestome sheath",Leaf,Os06g0329200,PCMDB
Os06g0329350,LOC_Os06g22394,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os06g0329350,PCMDB
Os06g0332400,LOC_Os06g22650,mestome sheath,Leaf,Os06g0332400,PCMDB
Os06g0332500,LOC_Os06g22654,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os06g0332500,PCMDB
Os06g0332600,LOC_Os06g22660,leaf mesophyll,Leaf,Os06g0332600,PCMDB
Os06g0332800,LOC_Os06g22690,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,Os06g0332800,PCMDB
Os06g0334400,LOC_Os06g22820,leaf epidermis,Leaf,CDKF,PCMDB
Os06g0335500,LOC_Os06g22870,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,OsIAA21,PCMDB
Os06g0336200,LOC_Os06g22960,"leaf mesophyll,leaf epidermis,leaf procambium",Leaf,OsTIP2,PCMDB
Os06g0340200,LOC_Os06g23274,leaf epidermis,Leaf,P0428A03.13-1,PCMDB
Os06g0342100,LOC_Os06g23430,"leaf epidermis,leaf mesophyll",Leaf,SRP19,PCMDB
Os06g0342200,LOC_Os06g23440,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OseIF1A-2,PCMDB
Os06g0345200,LOC_Os06g23684,leaf mesophyll,Leaf,OsNAAT4,PCMDB
Os06g0347100,LOC_Os06g23870,leaf mesophyll,Leaf,Os06g0347100,PCMDB
Os06g0354600,LOC_Os06g24711,"leaf epidermis,leaf mesophyll",Leaf,Os06g0354600,PCMDB
Os06g0356800,LOC_Os06g25010,"leaf mesophyll,leaf procambium",Leaf,Os06g0356800,PCMDB
